时间,经度,纬度,传感器类型,RA_1_1,RA_1_2,RA_2_1,RA_2_2,RA_3_1,RA_3_2,RA_4_1,RA_4_2,信号源批号,目标编号
2018042911060384,128.2846438,28.4027179,R,3,"3393.595, 3894.568",2,"10.253, 20.972, 40.696",2,"1503.74, 1727.97, 2040.14",2,0.53138,109,13
2018042911081408,128.2781268,28.38784477,R,3,"3414.139, 3938.854",2,"10.452, 21.99, 41.696",2,"1501.86, 1732.52, 1975.76",2,0.57279,109,13
2018042911102326,128.2704014,28.37348654,R,3,"3418.389, 4001.912",2,"9.9476, 20.771, 41.406",2,"1465.49, 1710.7, 2032.07",2,0.55381,109,13
2018042911113724,128.2670839,28.36573882,R,3,"3429.401, 3977.313",2,"10.156, 20.935, 40.053",2,"1521.68, 1717.43, 1960.23",2,0.534,109,13
2018042911140054,128.2545302,28.34942417,R,3,"3410.549, 3977.088",2,"10.08, 21.789, 41.295",2,"1474.51, 1798.28, 1999.35",2,0.52653,109,13
2018042911151485,128.253563,28.3411438,R,3,"3420.896, 3883.773",2,"10.308, 21.47, 40.968",2,"1442.35, 1726.75, 2006.05",2,0.55748,109,13
2018042911162500,128.2488446,28.33365936,R,3,"3411.241, 3919.786",2,"10.033, 20.778, 41.033",2,"1555.96, 1675.83, 2041.43",2,0.53332,109,13
2018042911171093,128.2463252,28.32837038,R,3,"3385.602, 3920.278",2,"10.111, 21.28, 41.625",2,"1484.03, 1717.61, 1962.21",2,0.56562,109,13
2018042911212454,128.2332691,28.29980602,R,3,"3376.655, 3951.624",2,"10.166, 20.707, 41.113",2,"1510.25, 1686.87, 1982.96",2,0.56656,109,13
2018042911230989,128.2258737,28.28838297,R,3,"3385.43, 3881.942",2,"10.144, 20.692, 40.99",2,"1508.54, 1740.98, 2003.5",2,0.56874,109,13
2018042911234400,128.2247317,28.28412272,R,3,"3364.863, 3897.125",2,"9.9784, 21.774, 41.563",2,"1498.29, 1709.18, 1990.65",2,0.54908,109,13
2018042911243071,128.2201743,28.2782165,R,3,"3418.908, 4029.831",2,"10.287, 21.428, 41.005",2,"1516.75, 1685.95, 2004.78",2,0.55279,109,13
2018042911263699,128.2144453,28.26467684,R,3,"3410.628, 3963.388",2,"10.266, 21.168, 40.738",2,"1510.93, 1722.52, 2026.64",2,0.53217,109,13
2018042911273982,128.211425,28.25863149,R,3,"3376.755, 3910.485",2,"9.8589, 21.203, 39.529",2,"1509.34, 1658.06, 2046.42",2,0.53934,109,13
2018042911285085,128.2067487,28.24963012,R,3,"3426.048, 3920.344",2,"9.9116, 21.107, 40.708",2,"1472.3, 1710.34, 2040.64",2,0.52888,109,13
2018042911292152,128.2044034,28.24572677,R,3,"3352.963, 3958.227",2,"10.428, 21.079, 40.559",2,"1546.23, 1700.48, 1982.59",2,0.54337,109,13
2018042910301387,128.4017873,28.6458931,R,3,"1998.224, 2093.311",2,"15.259, 19.525, 29.791, 39.55",1,"952.79, 1102.56, 1140.57",2,0.77501,112,11
2018042910312419,128.3999412,28.63747049,R,3,"2058.584, 2112.565",2,"15.04, 20.648, 30.586, 39.925",1,"939.263, 1129.8, 1198.13",2,0.80573,112,11
2018042910320671,128.3981378,28.63246156,R,3,"1982.846, 2134.312",2,"15.326, 20.312, 30.678, 40.831",1,"995.395, 1115.27, 1199.42",2,0.79516,112,11
2018042910332927,128.3913897,28.6239368,R,3,"1991.943, 2084.795",2,"15.192, 19.63, 30.168, 39.9",1,"984.615, 1110.65, 1226.51",2,0.76563,112,11
2018042910343756,128.3893193,28.61579824,R,3,"2034.679, 2094.564",2,"15.216, 19.626, 30.731, 41.242",1,"1042.12, 1124.6, 1186.53",2,0.76391,112,11
2018042910355361,128.3828759,28.60741719,R,3,"1999.408, 2139.839",2,"15.491, 20.396, 30.569, 39.533",1,"984.582, 1108.5, 1219.79",2,0.77725,112,11
2018042910365409,128.3792091,28.60101725,R,3,"2035.784, 2081.29",2,"14.806, 20.239, 29.288, 40.28",1,"1005.33, 1097.79, 1197.8",2,0.76852,112,11
2018042910374075,128.3750485,28.59443206,R,3,"2013.753, 2079.929",2,"15.141, 19.929, 30.298, 40.976",1,"995.268, 1073.44, 1152.95",2,0.80557,112,11
2018042910383266,128.3737563,28.59002777,R,3,"2023.864, 2082.582",2,"14.515, 19.694, 30.329, 41.997",1,"1006.54, 1079.69, 1168.54",2,0.74656,112,11
2018042910392074,128.3740922,28.58384442,R,3,"2016.447, 2108.234",2,"14.191, 20.338, 29.995, 38.682",1,"984.205, 1115.64, 1175.68",2,0.78854,112,11
2018042910411756,128.3656828,28.57020046,R,3,"2035.116, 2091.99",2,"15.759, 19.715, 30.336, 40.575",1,"990.751, 1130.45, 1181.68",2,0.7522,112,11
2018042910421517,128.3609303,28.56445057,R,3,"2013.098, 2136.505",2,"15.531, 20.755, 30.511, 39.295",1,"1020.17, 1075.01, 1180.29",2,0.79902,112,11
2018042910425043,128.3590162,28.56018753,R,3,"2036.619, 2112.224",2,"15.224, 20.495, 30.309, 40.506",1,"1013.14, 1087.17, 1201.95",2,0.78785,112,11
2018042910440758,128.3549085,28.55156908,R,3,"2015.606, 2128.058",2,"14.459, 20.104, 29.356, 40.545",1,"992.358, 1107.72, 1185.33",2,0.78738,112,11
2018042910473134,128.3456567,28.52873734,R,3,"2007.412, 2116.144",2,"15.353, 19.855, 29.736, 40.762",1,"1002.28, 1093.02, 1185.88",2,0.78203,112,11
2018042910480684,128.3422622,28.5255087,R,3,"2048.397, 2113.321",2,"14.985, 20.247, 29.57, 40.451",1,"963.401, 1060.1, 1241.43",2,0.77768,112,11
2018042910493489,128.33759,28.51501129,R,3,"2019.465, 2094.853",2,"14.733, 19.525, 29.567, 40.685",1,"1006.69, 1093.29, 1176.89",2,0.78403,112,11
2018042910520454,128.3291579,28.4983398,R,3,"2038.272, 2103.252",2,"14.798, 19.893, 30.018, 40.073",1,"988.186, 1076.83, 1197.68",2,0.7979,112,11
2018042910530819,128.3251308,28.49155843,R,3,"1982.612, 2115.771",2,"14.913, 20.852, 30.307, 39.115",1,"989.32, 1103.87, 1190.1",2,0.79689,112,11
2018042910543374,128.3178144,28.48125183,R,3,"2015.166, 2083.754",2,"15.017, 19.778, 30.059, 40.972",1,"1013.04, 1116.36, 1218.95",2,0.77677,112,11
2018042910555222,128.3183233,28.47355629,R,3,"2000.1, 2099.277",2,"15.008, 20.136, 29.298, 41.548",1,"993.866, 1122.5, 1199.02",2,0.77601,112,11
2018042910565180,128.3101657,28.46521058,R,3,"2031.554, 2110.652",2,"15.548, 20.302, 29.477, 39.913",1,"1000.6, 1139.6, 1194.97",2,0.7574,112,11
2018042910572458,128.3066084,28.46261237,R,3,"2046.761, 2139.363",2,"14.886, 20.532, 30.015, 39.014",1,"1009.47, 1079.54, 1194.83",2,0.76086,112,11
2018042910584311,128.3057685,28.45372145,R,3,"2009.689, 2095.57",2,"14.78, 19.71, 30.115, 39.228",1,"1013.25, 1094.88, 1172.9",2,0.79496,112,11
2018042911001061,128.302767,28.44454828,R,3,"1999.94, 2077.286",2,"15.235, 20.528, 30.015, 39.319",1,"970.858, 1104.49, 1188.13",2,0.78153,112,11
2018042911011568,128.2978776,28.43713317,R,3,"1998.328, 2108.82",2,"15.013, 20.091, 30.547, 39.785",1,"976.298, 1134.16, 1174.25",2,0.7825,112,11
2018042911031844,128.2906014,28.42347493,R,3,"1998.08, 2104.14",2,"15.053, 20.399, 31.2, 40.079",1,"991.419, 1070.14, 1198.45",2,0.78533,112,11
2018042911043357,128.2865557,28.41454887,R,3,"2006.948, 2116.996",2,"15.09, 19.965, 30.22, 40.36",1,"1018.09, 1086.33, 1167.11",2,0.80075,112,11
2018042911052080,128.2848016,28.41039059,R,3,"1995.728, 2112.954",2,"15.279, 19.899, 29.618, 40.006",1,"980.171, 1069.64, 1224.9",2,0.80464,112,11
2018042911064735,128.2799369,28.39957681,R,3,"2011.498, 2099.917",2,"15.695, 19.238, 30.385, 40.463",1,"973.056, 1088.54, 1175.53",2,0.75675,112,11
2018042911091974,128.2720102,28.38275602,R,3,"2015.744, 2111.437",2,"15.27, 19.812, 30.119, 41.763",1,"967.2, 1094.07, 1210.95",2,0.78527,112,11
2018042911101106,128.2666197,28.37667108,R,3,"2017.061, 2099.02",2,"15.344, 20.406, 29.394, 39.417",1,"1030.42, 1084.74, 1182.54",2,0.78339,112,11
2018042911104240,128.2645431,28.37411198,R,3,"1996.609, 2092.517",2,"14.994, 20.368, 29.919, 40.206",1,"1001.23, 1095.12, 1250.64",2,0.76459,112,11
2018042911121363,128.2623154,28.36283277,R,3,"2058.755, 2081.781",2,"15.068, 19.808, 30.136, 40.8",1,"1016.97, 1096.61, 1200.49",2,0.80165,112,11
2018042911132242,128.2565869,28.35491135,R,3,"1977.609, 2106.445",2,"15.265, 19.767, 30.418, 39.308",1,"984.511, 1129.16, 1227.44",2,0.76342,112,11
2018042911170423,128.2434981,28.33062408,R,3,"2070.223, 2117.39",2,"14.705, 20.194, 29.717, 41.369",1,"1020.24, 1100.64, 1228.61",2,0.77755,112,11
2018042911180712,128.2392328,28.32470946,R,3,"1991.528, 2076.321",2,"14.729, 20.224, 30.578, 41.434",1,"1009.22, 1083.64, 1198.33",2,0.79318,112,11
2018042911210104,128.2296476,28.30413341,R,3,"2011.599, 2098.246",2,"15.279, 20.432, 29.636, 41.409",1,"988.597, 1076.59, 1218.03",2,0.7534,112,11
2018042911234446,128.2215427,28.28561615,R,3,"2022.484, 2066.189",2,"15.582, 20.505, 30.516, 39.945",1,"979.357, 1074.69, 1253.66",2,0.77678,112,11
2018042911254733,128.2161768,28.27223738,R,3,"2041.682, 2093.918",2,"14.969, 19.316, 30.595, 40.454",1,"1004.8, 1084.07, 1173.68",2,0.7828,112,11
2018042911291580,128.2017517,28.24901177,R,3,"2019.479, 2114.843",2,"15.662, 19.83, 29.575, 40.179",1,"997.666, 1095.13, 1185.5",2,0.76375,112,11
2018042911304029,128.2012988,28.23929555,R,3,"2039.138, 2145.163",2,"15.531, 19.956, 29.962, 39.668",1,"1011.66, 1104.61, 1228.13",2,0.7832,112,11
2018042910325311,128.3929132,28.62965014,R,3,"3074.792, 3521.118",2,"3.1349, 6.566, 12.653, 24.911, 49.687",2,"847.504, 972.38, 1136.88, 1283.98",10,"9.6048, 0.098389, 10.257, 20.169, 30.451, 40.814",124,5
2018042910340315,128.3891551,28.6226072,R,3,"3105.093, 3489.164",2,"3.2804, 6.3227, 13.368, 25.688, 50.59",2,"787.77, 940.819, 1079.36, 1244.94",10,"10.016, 0.09719, 9.8531, 19.848, 29.084, 38.801",124,5
2018042910345453,128.3825635,28.6171705,R,3,"3144.733, 3467.729",2,"3.0893, 6.5724, 13.081, 25.38, 48.997",2,"844.101, 977.12, 1119.09, 1202.11",10,"10.087, 0.098698, 10.28, 20.302, 30.424, 41.345",124,5
2018042910361088,128.3846236,28.60865258,R,3,"3094.898, 3486.364",2,"3.2269, 6.4003, 13.291, 25.672, 51.719",2,"802.954, 982.956, 1115.03, 1219.69",10,"9.6951, 0.10091, 10.153, 19.517, 30.196, 40.225",124,5
2018042910365325,128.3846241,28.60387007,R,3,"3117.348, 3473.715",2,"3.2461, 6.3807, 12.936, 25.485, 50.5",2,"819.163, 991.285, 1117.61, 1238.04",10,"9.9963, 0.099181, 9.8295, 20.089, 30.929, 39.806",124,5
2018042910382132,128.3775749,28.59357494,R,3,"3100.885, 3510.51",2,"3.3006, 6.4394, 13.176, 25.547, 51.049",2,"813.376, 969.204, 1115.24, 1214.91",10,"10.144, 0.10092, 9.8455, 19.628, 30.946, 40.493",124,5
2018042910393136,128.3734407,28.58605084,R,3,"3105.562, 3593.017",2,"3.2327, 6.167, 12.968, 26.017, 52.18",2,"825.624, 985.442, 1112.71, 1281.9",10,"10.159, 0.10108, 9.6652, 19.902, 30.141, 40.243",124,5
2018042910403709,128.3710019,28.57849403,R,3,"3108.875, 3469.286",2,"3.3089, 6.3812, 12.96, 25.111, 52.487",2,"808.052, 951.121, 1138.23, 1242.5",10,"9.8628, 0.099909, 10.106, 20.206, 30.895, 39.656",124,5
2018042910412452,128.3662651,28.57380477,R,3,"3035.456, 3508.523",2,"3.2423, 6.6669, 13.227, 24.881, 50.894",2,"818.209, 939.586, 1098.89, 1258.79",10,"9.7312, 0.099967, 10.415, 20.437, 29.462, 39.869",124,5
2018042910422972,128.362144,28.56657175,R,3,"3089.668, 3418.043",2,"3.1555, 6.7808, 13.197, 26.269, 50.884",2,"812.546, 976.94, 1069.6, 1239.21",10,"10.317, 0.1015, 10.134, 20.294, 29.754, 39.674",124,5
2018042910433550,128.3599776,28.55903664,R,3,"3090.579, 3481.514",2,"3.1544, 6.5249, 12.619, 25.121, 52.786",2,"815.897, 938.152, 1097.28, 1285.88",10,"9.9812, 0.10112, 9.9112, 20.082, 30.605, 39.98",124,5
2018042910452643,128.3545403,28.54630018,R,3,"3083.047, 3505.644",2,"3.2203, 6.6558, 13.181, 25.277, 52.36",2,"815.032, 978.26, 1111.29, 1251.17",10,"9.7676, 0.10073, 9.9372, 19.79, 29.499, 40.32",124,5
2018042910455832,128.3533346,28.54298623,R,3,"3104.195, 3518.782",2,"3.2244, 6.4689, 12.469, 24.935, 52.821",2,"814.406, 980.692, 1154.43, 1252.04",10,"9.8187, 0.09833, 10.308, 20.49, 30.403, 40.172",124,5
2018042910483099,128.3409657,28.52539704,R,3,"3039.776, 3490.588",2,"3.2721, 6.3509, 12.648, 25.647, 50.643",2,"813.682, 967.158, 1089.21, 1203.97",10,"9.7796, 0.096076, 9.8816, 19.608, 28.832, 40.504",124,5
2018042910522856,128.3291376,28.4995467,R,3,"3066.461, 3451.969",2,"3.2158, 6.6261, 13.582, 25.35, 51.558",2,"797.998, 966.841, 1090.84, 1262.49",10,"9.7814, 0.096477, 9.9197, 20.221, 29.362, 39.669",124,5
2018042910543757,128.3190279,28.48491025,R,3,"3133.194, 3515.815",2,"3.2042, 6.5817, 12.87, 25.802, 50.023",2,"830.015, 968.183, 1089.16, 1214.92",10,"10.197, 0.097614, 10.033, 20.539, 29.913, 40.199",124,5
2018042910555658,128.3175324,28.47569123,R,3,"3090.501, 3524.648",2,"3.2664, 6.5135, 12.777, 25.639, 51.102",2,"822.563, 954.045, 1076, 1248.97",10,"10.287, 0.10041, 10.089, 19.513, 29.712, 38.371",124,5
2018042910572013,128.3118509,28.46667413,R,3,"3088.594, 3423.344",2,"3.2562, 6.1915, 12.853, 24.681, 51.095",2,"835.353, 910.149, 1115.88, 1231.26",10,"9.9729, 0.10061, 10.076, 20.701, 29.455, 40.475",124,5
2018042911003422,128.3030199,28.44472393,R,3,"3085.917, 3495.194",2,"3.1835, 6.6761, 12.73, 25.111, 51.374",2,"841.504, 1004.43, 1070.8, 1249.08",10,"10.017, 0.10095, 9.8822, 19.126, 29.351, 40.904",124,5
2018042911012142,128.3004171,28.4396508,R,3,"3128.816, 3457.042",2,"3.0354, 6.3337, 13.078, 25.556, 52.648",2,"836.671, 953.51, 1106.39, 1214.55",10,"10.039, 0.10138, 9.9159, 20.066, 30.808, 39.838",124,5
2018042911042585,128.2909759,28.41860289,R,3,"3098.621, 3557.042",2,"3.2319, 6.4761, 12.979, 25.212, 51.464",2,"833.974, 926.875, 1083.24, 1245",10,"9.8746, 0.099602, 10.043, 19.885, 29.941, 38.592",124,5
2018042911060267,128.2861672,28.40806249,R,3,"3092.475, 3488.363",2,"3.1027, 6.4134, 13.141, 25.752, 50.178",2,"816.891, 958.751, 1089.2, 1254.47",10,"9.9959, 0.099462, 9.8661, 19.941, 30.446, 40.471",124,5
2018042911070194,128.2830744,28.40113101,R,3,"3118.121, 3502.886",2,"3.1994, 6.318, 12.376, 25.684, 51.03",2,"831.207, 954.283, 1090.05, 1281.48",10,"10.118, 0.09787, 10.037, 20.392, 30.245, 38.95",124,5
2018042911082232,128.2724964,28.39192349,R,3,"3090.223, 3506.087",2,"3.1785, 6.4522, 12.946, 26.096, 50.677",2,"797.218, 959.248, 1127.8, 1241.61",10,"10.379, 0.10034, 10.345, 20.363, 30.166, 39.537",124,5
2018042911101765,128.2695669,28.37923089,R,3,"3147.45, 3543.266",2,"3.1087, 6.4207, 12.447, 26.379, 50.649",2,"831.38, 957.125, 1057.49, 1216.12",10,"10.142, 0.096654, 10.531, 20.348, 30.698, 42.416",124,5
2018042911133886,128.2559612,28.35676637,R,3,"3086.195, 3538.888",2,"3.1489, 6.4692, 13.133, 25.663, 50.65",2,"840.466, 966.945, 1123.18, 1210.51",10,"10.173, 0.097814, 9.6983, 19.69, 30.078, 40.159",124,5
2018042911182340,128.2435014,28.3253315,R,3,"3142.214, 3445.887",2,"3.0892, 6.3175, 12.838, 25.394, 51.87",2,"832.075, 989.228, 1079.21, 1244.81",10,"9.8189, 0.095342, 10.073, 19.53, 29.974, 39.349",124,5
2018042911194475,128.2365784,28.31563721,R,3,"3097, 3522.622",2,"3.1104, 6.5222, 12.677, 26.028, 51.605",2,"825.585, 988.542, 1085.65, 1284.04",10,"10.266, 0.099626, 9.5749, 19.848, 30.355, 41.443",124,5
2018042911215024,128.2294763,28.302135,R,3,"3108.23, 3449.594",2,"3.1947, 6.3968, 12.678, 24.811, 52.454",2,"831.199, 948.698, 1098.2, 1271.81",10,"10.003, 0.098863, 9.9481, 19.79, 29.471, 38.728",124,5
2018042911224456,128.2265423,28.29556593,R,3,"3082.448, 3539.448",2,"3.148, 6.3304, 12.709, 25.103, 52.33",2,"807.713, 970.206, 1079.58, 1283.96",10,"9.8854, 0.097307, 9.7045, 20.631, 30.387, 41.266",124,5
2018042911235528,128.2219721,28.28828315,R,3,"3141.234, 3433.294",2,"3.1484, 6.5646, 12.908, 25.985, 52.242",2,"823.769, 952.689, 1129.68, 1236.39",10,"10.443, 0.10035, 9.8808, 19.176, 29.401, 39.178",124,5
2018042911250857,128.2188158,28.2797701,R,3,"3092.876, 3505.355",2,"3.1101, 6.306, 12.703, 24.819, 49.665",2,"844.774, 940.939, 1063.87, 1285.2",10,"10.22, 0.099142, 9.5696, 20.548, 30.535, 40.62",124,5
2018042911265160,128.2155539,28.26817048,R,3,"3039.805, 3517.789",2,"3.1583, 6.579, 12.994, 25.961, 52.922",2,"818.366, 951.155, 1111.25, 1251.57",10,"10.383, 0.10028, 10.101, 19.546, 30.717, 40.473",124,5
2018042911273696,128.2124399,28.26274124,R,3,"3061.592, 3449.11",2,"3.2291, 6.4977, 12.491, 25.767, 51.487",2,"830.263, 944.221, 1117.89, 1247.72",10,"10.106, 0.09955, 9.8634, 19.941, 30.978, 40.567",124,5
2018042911285065,128.2071567,28.25451615,R,3,"3084.325, 3501.86",2,"3.1738, 6.2909, 12.857, 26.393, 50.951",2,"821.539, 964.391, 1136.64, 1259.2",10,"10.294, 0.099793, 9.9706, 19.8, 30.288, 40.481",124,5
2018042910320883,128.4063645,28.63010055,R,3,"9324.548, 9362.658",2,"1.2288, 2.504, 4.0261",2,"557.382, 1138.56",1,0,129,12
2018042910342188,128.3970686,28.61440826,R,3,"9478.743, 9384.256",2,"1.1989, 2.5088, 3.8798",2,"557.746, 1144.73",1,0,129,12
2018042910352202,128.3920626,28.60790284,R,3,"9440.241, 9451.513",2,"1.1693, 2.5566, 3.9278",2,"561.306, 1099.36",1,0,129,12
2018042910361628,128.3918885,28.60134755,R,3,"9309.123, 9449.721",2,"1.2317, 2.5493, 3.9917",2,"556.908, 1106.62",1,0,129,12
2018042910372486,128.3865432,28.59401214,R,3,"9322.169, 9415.495",2,"1.1859, 2.4548, 4.0133",2,"550.975, 1129.65",1,0,129,12
2018042910382677,128.3845203,28.58753206,R,3,"9339.081, 9392.844",2,"1.2154, 2.5282, 3.9861",2,"554.28, 1109.3",1,0,129,12
2018042910403890,128.3749521,28.5725606,R,3,"9251.622, 9506.3",2,"1.1778, 2.4894, 4.012",2,"581.731, 1096.26",1,0,129,12
2018042910420252,128.3713791,28.56252561,R,3,"9417.32, 9494.475",2,"1.242, 2.4541, 4.0956",2,"579.993, 1060.46",1,0,129,12
2018042910425054,128.3662745,28.5582245,R,3,"9432.141, 9277.64",2,"1.1834, 2.455, 4.0322",2,"556.695, 1149.74",1,0,129,12
2018042910434173,128.3642697,28.5523764,R,3,"9321.003, 9358.928",2,"1.2063, 2.4953, 3.9475",2,"566.986, 1134.32",1,0,129,12
2018042910451771,128.3611836,28.54172109,R,3,"9430.043, 9371.98",2,"1.2241, 2.4612, 4.1634",2,"574.275, 1109.89",1,0,129,12
2018042910464725,128.3559071,28.53129336,R,3,"9359.137, 9495.293",2,"1.1788, 2.5512, 4.0618",2,"546.797, 1079.06",1,0,129,12
2018042910472796,128.3546276,28.52703761,R,3,"9325.624, 9493.33",2,"1.197, 2.5956, 3.8682",2,"581.993, 1068.2",1,0,129,12
2018042910495741,128.3451733,28.5101106,R,3,"9329.85, 9426.122",2,"1.2175, 2.5063, 4.071",2,"561.675, 1127.6",1,0,129,12
2018042910503444,128.3426043,28.50597844,R,3,"9546.472, 9441.646",2,"1.2088, 2.4624, 3.9364",2,"553.983, 1130.54",1,0,129,12
2018042910520404,128.3383995,28.49566378,R,3,"9304.185, 9369.178",2,"1.1846, 2.5622, 3.7793",2,"565.908, 1103.73",1,0,129,12
2018042910531095,128.3347508,28.48802697,R,3,"9437.56, 9482.322",2,"1.1899, 2.4854, 3.8423",2,"563.519, 1090",1,0,129,12
2018042910542773,128.330945,28.47895936,R,3,"9352.343, 9328.033",2,"1.1798, 2.4539, 4.0066",2,"560.038, 1102.47",1,0,129,12
2018042910551895,128.328748,28.4738158,R,3,"9431.081, 9465.86",2,"1.2104, 2.4635, 4.064",2,"555.078, 1063.68",1,0,129,12
2018042910561629,128.32428,28.4671497,R,3,"9401.689, 9385.974",2,"1.1862, 2.4808, 4.1183",2,"557.141, 1090.4",1,0,129,12
2018042910565218,128.320884,28.46309951,R,3,"9356.248, 9473.602",2,"1.2099, 2.4479, 4.0479",2,"566.64, 1096.34",1,0,129,12
2018042911001956,128.3074705,28.44005476,R,3,"9441.908, 9366.609",2,"1.2169, 2.4751, 3.9983",2,"574.791, 1105.54",1,0,129,12
2018042911012695,128.3046778,28.43288981,R,3,"9284.67, 9515.954",2,"1.1724, 2.4618, 3.9169",2,"556.64, 1125.78",1,0,129,12
2018042911032290,128.2979281,28.41905834,R,3,"9352.979, 9360.334",2,"1.1758, 2.5304, 4.0638",2,"567.843, 1088.28",1,0,129,12
2018042911042521,128.2948079,28.41282513,R,3,"9280.151, 9390.893",2,"1.2104, 2.5365, 4.0226",2,"578.203, 1073.49",1,0,129,12
2018042911054165,128.2935885,28.40403794,R,3,"9422.286, 9473.718",2,"1.2235, 2.5238, 4.0635",2,"590.296, 1126.95",1,0,129,12
2018042911073880,128.2834016,28.390253,R,3,"9408.096, 9455.534",2,"1.1977, 2.4696, 3.934",2,"559.408, 1094.63",1,0,129,12
2018042911093033,128.2795361,28.37743355,R,3,"9215.19, 9312.925",2,"1.2362, 2.4987, 4.0146",2,"559.282, 1085.04",1,0,129,12
2018042911100752,128.2741851,28.37485305,R,3,"9250.86, 9589.144",2,"1.1904, 2.5865, 3.9787",2,"575.013, 1112.45",1,0,129,12
2018042911110947,128.2724949,28.36728573,R,3,"9304.048, 9407.931",2,"1.2288, 2.5132, 4.1241",2,"553.826, 1045.45",1,0,129,12
2018042911115171,128.2704703,28.36308104,R,3,"9384.288, 9397.858",2,"1.2118, 2.509, 4.0086",2,"550.581, 1108.81",1,0,129,12
2018042911124277,128.2668611,28.35718818,R,3,"9268.808, 9267.223",2,"1.193, 2.5134, 4.07",2,"570.425, 1086.51",1,0,129,12
2018042911132833,128.266686,28.35170127,R,3,"9158.729, 9448.014",2,"1.2391, 2.5173, 3.9728",2,"560.152, 1076.7",1,0,129,12
2018042911142714,128.2613424,28.34577037,R,3,"9357.371, 9270.396",2,"1.2348, 2.5221, 3.9796",2,"555.891, 1106.16",1,0,129,12
2018042911152711,128.2603667,28.33905138,R,3,"9320.717, 9610.918",2,"1.1833, 2.5158, 4.0297",2,"557.434, 1079.33",1,0,129,12
2018042911161742,128.25464,28.33310065,R,3,"9386.672, 9376.257",2,"1.233, 2.3999, 3.8939",2,"564.972, 1109.79",1,0,129,12
2018042911190315,128.2445543,28.31495929,R,3,"9450.681, 9518.65",2,"1.2184, 2.4875, 4.0685",2,"555.316, 1097.67",1,0,129,12
